gap_length,gap_in_tau,RR_error,DET_error,RR_rel_error,DET_rel_error,ENTR_rel_error,maxL_rel_error,LAM_rel_error
75,3.0,0.24916016407295283,0.40357520784180423,8.078541833843731,1.139283062073019,3.068937389465132,430.0,1.1247563918817727
75,3.0,0.29806485437540475,0.19326369954561784,9.664182893077633,0.5455787549075602,0.7743015754310687,290.0,0.04340578788539969
75,3.0,0.28522550434350835,0.06717472908458433,9.247891521870844,0.189632637382943,1.598263880796438,630.0,0.2108547768283952
75,3.0,0.2631147495442838,0.3524834487486075,8.53099258143229,0.9950522604396072,2.0785788501282707,340.0,1.1678868502712538
75,3.0,0.30433805372222444,0.3573042344250723,9.867579385225092,1.0086612219425979,0.6190484444597749,340.0,0.11339137224185951
75,3.0,0.2699556683811051,0.22752471571166666,8.752796292353787,0.6422967758586631,2.8835804539082432,300.0,0.9174974910012815
75,3.0,0.2931170072899425,0.30211631204781497,9.503758413441856,0.852867050314355,0.4097066427150786,300.0,0.12803641317832387
75,3.0,0.24676200380735702,0.0227357415532623,8.000786073399597,0.06418244914948998,1.3008300015827141,340.0,0.15069067076472165
75,3.0,0.3055765307591325,0.3826104916586459,9.907734634721505,1.0801001747584869,0.2820467770129923,260.0,0.08832258284339554
75,3.0,0.2794553731568685,0.3129064671416444,9.060806052765166,0.8833273974731415,2.437196389589793,350.0,0.9429357292710149
75,3.0,0.2818919201495462,0.16164882655730395,9.139806429425336,0.45633073222105647,1.8452912413839722,330.0,0.7121235994841401
75,3.0,0.276289478349633,0.24203471238731566,8.95815796800025,0.6832581459381222,1.675591265536278,310.0,0.820205862390295
75,3.0,0.27134971268039854,0.10815054690127823,8.797995512831006,0.3053063811760659,2.8551435956503224,380.0,0.5596887629692366
75,3.0,0.23359535641823514,0.5081763161827269,7.573882711298157,1.4345694639413689,3.4605771982126736,280.0,1.6319871654016462
75,3.0,0.274929780069308,0.06569248891876356,8.914072351505816,0.18544830920313604,2.0751086992885135,420.0,0.5669032664199455
75,3.0,0.280693850193777,0.16445786557440556,9.100961302261593,0.46426058150491184,1.6088902618541578,270.0,0.7019117882957719
75,3.0,0.3283843077080042,0.15514022332115474,10.647233185398685,0.43795710252176867,2.2458664988676684,350.0,0.13901971983176978
75,3.0,0.2813242006595442,0.21376371039729491,9.121399210651283,0.6034497902977811,2.447323716800741,400.0,0.7425767770229307
75,3.0,0.30148329343975844,0.1388769133192298,9.775019242421749,0.39204617127918673,1.3231657613412704,409.99999999999994,0.10067323037362624
75,3.0,0.2157657318656807,1.2208942609727131,6.995791232006286,3.446555004076461,7.245938315755001,330.0,2.8123128906267416
100,4.0,0.3054310652670327,0.13089690613782068,9.903018194323893,0.36951880378895124,2.095555084797953,1230.0,0.27616455150595876
100,4.0,0.2922745196481955,0.6483466967093889,9.47644236280562,1.8302670618992534,3.0720574315481515,1330.0,1.5650235739523954
100,4.0,0.2987376322763682,0.9074975955172349,9.68599642991664,2.561843788605692,4.690943298067543,600.0,1.9066943558466054
100,4.0,0.3359666964837249,0.5536548322524908,10.893077641124728,1.5629542161256695,4.120552703127518,560.0,1.3171236977762744
100,4.0,0.4226722111916499,0.0987821712053929,13.704338142574052,0.2788596829099959,2.9033772511012383,530.0,0.06873307519795728
100,4.0,0.19769972588846318,1.5103313364256152,6.410035537068269,4.263628875791344,7.077947696718017,680.0,3.5891136939815036
100,4.0,0.4757186273108429,0.6713980840184561,15.424266740906928,1.8953405713919365,0.11167568037016005,590.0,1.1374214661587199
100,4.0,0.351929513887661,0.4186016577532925,11.410641468647128,1.181702367160654,4.122264907883824,580.0,0.8314284719158108
100,4.0,0.31197701241153997,0.2754113190685814,10.115258012216888,0.7774795002794538,3.4752402268255658,520.0,1.2043634362755384
100,4.0,0.46158827103655753,0.08112038858255488,14.966116961171242,0.2290008972432054,3.5844340402260153,580.0,0.2505203542782812
100,4.0,0.26437140976770435,1.0732956534585156,8.571737385978404,3.0298877007856113,4.635349506715325,550.0,2.5284373816550296
100,4.0,0.34063169400121485,0.7402352246574964,11.044331264431804,2.089666156432181,5.933585938697341,630.0,1.6255495862916165
100,4.0,0.23101536428751457,1.2935401176636532,7.4902314003570085,3.651632502519364,5.101327329449908,530.0,3.2089521149885543
100,4.0,0.24425474442268635,1.5660118328988588,7.919492982657256,4.420813572192836,6.67315863994401,590.0,3.575974403288101
100,4.0,0.2900824354964082,1.0710972671464134,9.405368226258117,3.0236817093356785,5.374551271458407,680.0,2.3203488298210164
100,4.0,0.2674827550154024,0.9505033024604259,8.672616805594215,2.6832478603643795,4.907618148940989,580.0,2.1467799923020356
100,4.0,0.22546141098496797,1.709846036976252,7.310155085731128,4.826854055522927,7.366295884392435,570.0,3.8605590986748797
100,4.0,0.2920118736207926,0.6485714698064484,9.467926567643252,1.8309015909221311,4.485605280299101,540.0,1.7579381608638356
100,4.0,0.27562680221895475,0.9284366603665859,8.936671961744425,2.620954262824577,5.385351692927539,570.0,1.8569454142997655
100,4.0,0.30638871309002536,0.2666519275569712,9.934068093608238,0.7527519496536098,2.556456783874963,1290.0,0.6312966168608367
100,4.0,0.3863987744532289,0.4052745364679282,12.528241324533674,1.1440802257317881,4.643267197320686,680.0,0.7364003803263877
100,4.0,0.3236890048796601,0.725400184620284,10.494996970342106,2.047787196795502,4.820151903976073,750.0,1.5080970143800343
100,4.0,0.10561198797283211,3.0231505485967674,3.4242667409069263,8.534280964709653,12.873465370439527,540.0,6.3529225965414895
100,4.0,0.2113795432080492,0.8721089855429938,6.853577452794646,2.4619425975747378,4.9871786705422805,620.0,2.0087605575156124
100,4.0,0.28354659012218564,0.8231150539183218,9.193455938948288,2.323633912205164,5.3315729188660095,580.0,2.0523579828854266
100,4.0,0.23809872561116974,1.920156621382759,7.719895845274554,5.42055575457014,9.04766071129338,580.0,3.81050897547788
100,4.0,0.2680545152135183,1.1475721515010022,8.691155036601533,3.239568460370515,5.236063254459314,530.0,2.9433058074275804
100,4.0,0.3148984443778846,0.19539508462712263,10.209979856869124,0.5515956035021483,2.504227143294245,980.0000000000001,0.5037543134714079
100,4.0,0.1796498827437012,2.065772073663382,5.824803891063321,5.831624658546137,8.795649224210868,600.0,4.537960487589574
100,4.0,0.17012189301114056,2.061196320420251,5.5158770450190735,5.818707417682897,8.806155845870943,620.0,4.264695017888977
