filename,eDim,tLag,rescale,radius,perc_recur,perc_determ,maxl_found,mean_line,std_line,count_line,entropy,laminarity,trapping_time,vmax,divergence,trend_lower_diag,trend_upper_diag
P007_T10_PC8, 4, 10, 1, 20.0, 4.414, 98.697, 68.00, 10.22, 11.85, 4503, 4.312, 0.991, 13.167, 64.00, 0.015, -2.483, -0.708
P007_T10_PC9, 4, 10, 1, 20.0, 4.744, 97.587, 101.00, 9.11, 13.11, 5371, 3.995, 0.989, 11.627, 78.00, 0.010, 3.629, 1.041
P007_T10_PC10, 4, 10, 1, 20.0, 0.835, 92.698, 51.00, 5.16, 5.46, 1585, 3.121, 0.948, 5.568, 46.00, 0.020, -0.404, -0.659
P007_T10_PC11, 4, 10, 1, 20.0, 1.305, 94.517, 31.00, 5.40, 5.91, 2414, 3.141, 0.961, 7.016, 59.00, 0.032, 1.097, 1.728
P007_T10_PC12, 4, 10, 1, 20.0, 1.347, 91.689, 38.00, 5.00, 5.52, 2610, 3.003, 0.940, 6.172, 46.00, 0.026, 0.401, -0.347
P007_T10_PC13, 4, 10, 1, 20.0, 1.291, 94.540, 45.00, 5.80, 6.82, 2224, 3.320, 0.963, 7.097, 52.00, 0.022, 1.320, 0.736
P007_T10_PC14, 4, 10, 1, 20.0, 1.888, 96.587, 62.00, 7.42, 9.62, 2599, 3.703, 0.978, 8.526, 101.00, 0.016, -2.555, -0.920
P007_T10_PC15, 4, 10, 1, 20.0, 6.898, 98.623, 97.00, 11.27, 12.80, 6377, 4.526, 0.991, 13.466, 102.00, 0.010, -6.716, -3.228
P007_T11_PC1, 4, 10, 1, 20.0, 0.739, 91.270, 34.00, 4.00, 3.02, 1786, 2.700, 0.964, 5.067, 44.00, 0.029, -0.788, 0.393
P007_T11_PC2, 4, 10, 1, 20.0, 1.624, 97.649, 61.00, 8.89, 11.74, 1892, 3.919, 0.989, 12.655, 67.00, 0.016, -4.780, -2.272
P007_T11_PC3, 4, 10, 1, 20.0, 4.577, 96.989, 127.00, 8.55, 14.55, 5509, 3.779, 0.992, 13.259, 177.00, 0.008, -4.982, -13.135
P007_T11_PC4, 4, 10, 1, 20.0, 1.099, 94.989, 27.00, 5.43, 4.61, 2038, 3.304, 0.983, 8.204, 83.00, 0.037, -1.211, -1.355
P007_T11_PC5, 4, 10, 1, 20.0, 4.687, 98.837, 83.00, 11.99, 14.25, 4097, 4.584, 0.994, 15.066, 108.00, 0.012, 11.039, -2.081
P007_T11_PC6, 4, 10, 1, 20.0, 0.994, 90.479, 46.00, 4.42, 5.18, 2158, 2.745, 0.952, 6.541, 40.00, 0.022, 0.596, -1.523
P007_T11_PC7, 4, 10, 1, 20.0, 0.770, 86.225, 33.00, 4.29, 4.56, 1641, 2.660, 0.900, 4.980, 47.00, 0.030, -1.128, -1.001
P007_T11_PC8, 4, 10, 1, 20.0, 2.172, 97.405, 58.00, 8.21, 10.52, 2733, 3.883, 0.987, 10.022, 187.00, 0.017, -5.357, -0.625
P007_T11_PC9, 4, 10, 1, 20.0, 10.040, 99.250, 151.00, 13.86, 18.40, 7630, 4.864, 0.997, 19.043, 218.00, 0.007, -8.319, 11.012
P007_T11_PC10, 4, 10, 1, 20.0, 3.129, 98.419, 127.00, 11.12, 14.90, 2939, 4.372, 0.992, 13.052, 127.00, 0.008, -5.854, -3.819
P007_T11_PC11, 4, 10, 1, 20.0, 7.893, 98.382, 135.00, 9.72, 14.12, 8477, 4.155, 0.992, 15.118, 208.00, 0.007, -1.094, -10.175
P007_T11_PC12, 4, 10, 1, 20.0, 1.013, 90.735, 33.00, 4.35, 3.64, 2242, 2.854, 0.961, 5.784, 53.00, 0.030, -1.623, -1.436
P007_T11_PC13, 4, 10, 1, 20.0, 3.245, 98.071, 88.00, 8.22, 10.50, 4107, 3.978, 0.992, 10.258, 102.00, 0.011, -4.884, 1.151
P007_T11_PC14, 4, 10, 1, 20.0, 1.375, 95.899, 94.00, 5.85, 7.48, 2391, 3.345, 0.979, 8.730, 84.00, 0.011, -1.548, -2.534
P007_T11_PC15, 4, 10, 1, 20.0, 13.537, 98.557, 169.00, 11.54, 16.49, 12265, 4.490, 0.995, 17.172, 157.00, 0.006, 12.822, 6.531
P007_T12_PC1, 4, 10, 1, 20.0, 0.989, 95.638, 48.00, 6.44, 7.96, 1497, 3.419, 0.984, 11.646, 81.00, 0.021, 8.345, 0.335
P007_T12_PC2, 4, 10, 1, 20.0, 0.531, 87.343, 19.00, 3.55, 2.15, 1331, 2.431, 0.935, 4.720, 89.00, 0.053, -0.277, -0.340
P007_T12_PC3, 4, 10, 1, 20.0, 0.575, 91.766, 42.00, 4.21, 3.72, 1280, 2.706, 0.954, 5.407, 78.00, 0.024, -0.014, 0.088
P007_T12_PC4, 4, 10, 1, 20.0, 0.447, 88.370, 23.00, 3.68, 2.30, 1094, 2.525, 0.923, 4.011, 45.00, 0.043, -0.413, -0.132
P007_T12_PC5, 4, 10, 1, 20.0, 2.003, 97.866, 61.00, 12.26, 12.63, 1631, 4.561, 0.981, 13.618, 52.00, 0.016, -2.872, 23.228
P007_T12_PC6, 4, 10, 1, 20.0, 0.324, 76.672, 12.00, 2.74, 1.16, 925, 1.699, 0.852, 3.434, 21.00, 0.083, -0.287, -0.139
P007_T12_PC7, 4, 10, 1, 20.0, 0.293, 75.234, 9.00, 2.88, 1.25, 781, 1.865, 0.883, 3.863, 18.00, 0.111, -0.059, 1.372
P007_T12_PC8, 4, 10, 1, 20.0, 0.749, 94.541, 37.00, 5.23, 4.42, 1380, 3.277, 0.975, 6.219, 27.00, 0.027, 0.203, 9.256
P007_T12_PC9, 4, 10, 1, 20.0, 0.348, 75.571, 13.00, 2.90, 1.45, 925, 1.876, 0.956, 4.732, 40.00, 0.077, -0.178, 3.566
P007_T12_PC10, 4, 10, 1, 20.0, 0.462, 86.729, 26.00, 3.14, 1.81, 1303, 2.101, 0.958, 4.625, 34.00, 0.038, 1.560, -0.322
P007_T12_PC11, 4, 10, 1, 20.0, 0.525, 84.701, 16.00, 3.27, 2.02, 1389, 2.205, 0.912, 3.956, 25.00, 0.062, -0.288, -1.246
P007_T12_PC12, 4, 10, 1, 20.0, 0.515, 91.457, 29.00, 3.88, 3.30, 1239, 2.565, 0.946, 4.227, 16.00, 0.034, -0.551, 4.282
P007_T12_PC13, 4, 10, 1, 20.0, 0.245, 78.680, 18.00, 2.94, 1.76, 670, 1.871, 0.906, 3.852, 13.00, 0.056, 0.010, 3.887
P007_T12_PC14, 4, 10, 1, 20.0, 0.261, 82.245, 11.00, 2.80, 1.13, 782, 1.769, 0.919, 3.739, 13.00, 0.091, -0.142, 0.110
P007_T12_PC15, 4, 10, 1, 20.0, 1.184, 96.307, 80.00, 6.50, 9.04, 1790, 3.437, 0.983, 6.869, 40.00, 0.013, -1.297, 10.047
P007_T1_PC1, 4, 10, 1, 20.0, 0.991, 92.522, 69.00, 4.51, 5.04, 2163, 2.876, 0.953, 4.980, 37.00, 0.014, -0.582, 0.917
P007_T1_PC2, 4, 10, 1, 20.0, 0.324, 85.188, 23.00, 3.51, 2.26, 837, 2.395, 0.876, 4.168, 18.00, 0.043, -0.078, -0.001
P007_T1_PC3, 4, 10, 1, 20.0, 0.590, 90.212, 21.00, 3.87, 2.81, 1463, 2.620, 0.938, 4.419, 24.00, 0.048, -0.210, 0.049
P007_T1_PC4, 4, 10, 1, 20.0, 0.885, 89.141, 49.00, 4.23, 3.64, 1985, 2.798, 0.908, 4.449, 19.00, 0.020, -1.389, -0.983
P007_T1_PC5, 4, 10, 1, 20.0, 0.460, 90.072, 22.00, 4.15, 3.34, 1063, 2.760, 0.915, 4.161, 30.00, 0.045, 0.492, -0.345
P007_T1_PC6, 4, 10, 1, 20.0, 0.604, 82.013, 22.00, 3.23, 2.00, 1636, 2.172, 0.858, 3.603, 18.00, 0.045, -0.619, -0.410
P007_T1_PC7, 4, 10, 1, 20.0, 0.492, 92.381, 30.00, 4.24, 3.81, 1140, 2.767, 0.945, 4.841, 67.00, 0.033, -0.380, -1.296
P007_T1_PC8, 4, 10, 1, 20.0, 0.300, 81.385, 18.00, 3.19, 2.06, 813, 2.117, 0.912, 3.750, 16.00, 0.056, -0.138, -0.204
P007_T1_PC9, 4, 10, 1, 20.0, 0.501, 89.328, 26.00, 3.39, 2.51, 1407, 2.259, 0.931, 4.101, 25.00, 0.038, 0.084, -0.046
P007_T1_PC10, 4, 10, 1, 20.0, 0.355, 83.055, 20.00, 3.06, 1.70, 1024, 2.030, 0.876, 3.195, 11.00, 0.050, -0.242, 0.866
P007_T1_PC11, 4, 10, 1, 20.0, 0.392, 88.033, 42.00, 3.50, 3.20, 1051, 2.287, 0.904, 3.782, 23.00, 0.024, -0.338, -0.371
P007_T1_PC12, 4, 10, 1, 20.0, 0.336, 86.437, 23.00, 3.20, 2.26, 965, 2.085, 0.907, 3.473, 13.00, 0.043, -0.292, 0.275
P007_T1_PC13, 4, 10, 1, 20.0, 0.397, 87.334, 21.00, 3.42, 2.29, 1080, 2.324, 0.940, 4.192, 17.00, 0.048, -0.213, 0.637
P007_T1_PC14, 4, 10, 1, 20.0, 0.329, 80.764, 32.00, 3.14, 2.35, 903, 2.035, 0.877, 3.867, 23.00, 0.031, 0.098, -0.469
P007_T1_PC15, 4, 10, 1, 20.0, 0.501, 89.661, 32.00, 3.59, 2.77, 1334, 2.408, 0.950, 4.263, 16.00, 0.031, -0.473, 1.075
P007_T2_PC1, 4, 10, 1, 20.0, 0.895, 94.459, 54.00, 5.09, 4.55, 1712, 3.190, 0.956, 4.547, 36.00, 0.019, -0.162, 0.108
P007_T2_PC2, 4, 10, 1, 20.0, 1.287, 88.266, 26.00, 3.60, 2.64, 3251, 2.442, 0.936, 4.532, 21.00, 0.038, -2.024, -2.899
P007_T2_PC3, 4, 10, 1, 20.0, 0.781, 83.400, 20.00, 2.99, 1.65, 2246, 1.949, 0.909, 3.500, 15.00, 0.050, 1.157, 1.754
P007_T2_PC4, 4, 10, 1, 20.0, 0.983, 94.679, 41.00, 4.78, 4.57, 2005, 3.038, 0.971, 5.258, 36.00, 0.024, 0.943, -3.092
P007_T2_PC5, 4, 10, 1, 20.0, 0.535, 86.495, 27.00, 3.63, 2.29, 1312, 2.470, 0.906, 4.026, 14.00, 0.037, -0.516, -1.138
P007_T2_PC6, 4, 10, 1, 20.0, 0.528, 85.769, 24.00, 3.36, 2.07, 1390, 2.287, 0.928, 4.090, 16.00, 0.042, -0.579, -0.645
P007_T2_PC7, 4, 10, 1, 20.0, 0.672, 90.568, 27.00, 3.73, 2.71, 1682, 2.509, 0.922, 4.072, 17.00, 0.037, -0.203, -0.271
P007_T2_PC8, 4, 10, 1, 20.0, 0.430, 83.209, 27.00, 3.32, 2.41, 1112, 2.207, 0.907, 3.781, 14.00, 0.037, -0.540, 0.083
P007_T2_PC9, 4, 10, 1, 20.0, 0.283, 81.049, 17.00, 3.09, 1.77, 766, 2.052, 0.899, 3.401, 14.00, 0.059, -0.235, -0.263
P007_T2_PC10, 4, 10, 1, 20.0, 0.330, 79.323, 27.00, 2.92, 1.95, 922, 1.845, 0.871, 3.239, 11.00, 0.037, 0.550, -0.436
P007_T2_PC11, 4, 10, 1, 20.0, 0.327, 79.555, 16.00, 2.86, 1.31, 937, 1.833, 0.876, 3.156, 14.00, 0.062, 0.131, 0.333
P007_T2_PC12, 4, 10, 1, 20.0, 0.431, 88.626, 30.00, 3.24, 2.10, 1214, 2.172, 0.941, 3.910, 12.00, 0.033, -0.291, -0.042
P007_T2_PC13, 4, 10, 1, 20.0, 0.390, 84.146, 22.00, 3.10, 2.09, 1091, 2.009, 0.872, 3.324, 18.00, 0.045, 1.252, -0.259
P007_T2_PC14, 4, 10, 1, 20.0, 0.552, 88.023, 27.00, 3.52, 2.64, 1420, 2.374, 0.928, 3.892, 16.00, 0.037, -0.286, 0.088
P007_T2_PC15, 4, 10, 1, 20.0, 0.815, 94.665, 30.00, 5.28, 4.84, 1507, 3.238, 0.977, 5.909, 22.00, 0.033, -0.604, 2.047
P007_T3_PC1, 4, 10, 1, 20.0, 0.581, 89.085, 27.00, 3.65, 2.43, 1469, 2.497, 0.937, 4.262, 27.00, 0.037, -0.326, 0.015
P007_T3_PC2, 4, 10, 1, 20.0, 1.830, 92.207, 58.00, 4.30, 4.01, 4070, 2.800, 0.967, 6.332, 45.00, 0.017, -2.983, -0.911
P007_T3_PC3, 4, 10, 1, 20.0, 0.504, 58.164, 13.00, 2.55, 1.04, 1191, 1.436, 0.820, 3.166, 16.00, 0.077, -0.826, -0.789
P007_T3_PC4, 4, 10, 1, 20.0, 0.684, 95.045, 36.00, 5.91, 5.37, 1140, 3.497, 0.966, 5.721, 32.00, 0.028, -0.538, -0.679
P007_T3_PC5, 4, 10, 1, 20.0, 0.484, 84.078, 23.00, 3.20, 2.07, 1318, 2.121, 0.928, 3.538, 18.00, 0.043, -0.065, -0.695
P007_T3_PC6, 4, 10, 1, 20.0, 0.447, 79.318, 18.00, 3.05, 1.71, 1206, 2.010, 0.892, 3.650, 23.00, 0.056, -0.167, 0.027
P007_T3_PC7, 4, 10, 1, 20.0, 0.673, 90.513, 39.00, 3.65, 2.69, 1732, 2.457, 0.944, 3.849, 19.00, 0.026, -0.490, -0.493
P007_T3_PC8, 4, 10, 1, 20.0, 0.298, 79.961, 14.00, 3.05, 1.75, 809, 2.019, 0.904, 3.765, 21.00, 0.071, -0.012, -0.297
P007_T3_PC9, 4, 10, 1, 20.0, 0.264, 73.757, 29.00, 2.87, 2.04, 703, 1.752, 0.888, 3.412, 13.00, 0.034, -0.404, -0.300
P007_T3_PC10, 4, 10, 1, 20.0, 0.461, 86.483, 18.00, 3.31, 2.03, 1248, 2.251, 0.906, 3.735, 22.00, 0.056, -0.226, -0.171
P007_T3_PC11, 4, 10, 1, 20.0, 0.422, 85.669, 35.00, 3.35, 2.58, 1119, 2.226, 0.904, 3.508, 14.00, 0.029, -0.848, -0.018
P007_T3_PC12, 4, 10, 1, 20.0, 0.305, 82.858, 17.00, 2.86, 1.38, 913, 1.816, 0.925, 3.551, 17.00, 0.059, -0.154, -0.477
P007_T3_PC13, 4, 10, 1, 20.0, 0.408, 83.365, 21.00, 2.96, 1.70, 1191, 1.911, 0.898, 3.341, 12.00, 0.048, -0.601, 0.098
P007_T3_PC14, 4, 10, 1, 20.0, 0.474, 83.506, 17.00, 3.02, 1.68, 1359, 1.984, 0.942, 3.987, 20.00, 0.059, -0.133, -0.217
P007_T3_PC15, 4, 10, 1, 20.0, 0.640, 91.306, 22.00, 3.63, 2.52, 1670, 2.437, 0.970, 5.197, 25.00, 0.045, 0.019, 0.304
P007_T4_PC1, 4, 10, 1, 20.0, 0.996, 91.621, 76.00, 4.73, 5.57, 1962, 2.904, 0.941, 5.879, 48.00, 0.013, -2.148, -0.981
P007_T4_PC2, 4, 10, 1, 20.0, 0.435, 78.165, 31.00, 2.95, 2.02, 1172, 1.872, 0.839, 3.410, 44.00, 0.032, -0.340, -0.022
P007_T4_PC3, 4, 10, 1, 20.0, 0.557, 73.772, 18.00, 2.72, 1.32, 1532, 1.668, 0.860, 3.258, 16.00, 0.056, -0.249, -0.322
P007_T4_PC4, 4, 10, 1, 20.0, 0.763, 89.757, 41.00, 3.91, 3.19, 1778, 2.631, 0.932, 4.701, 21.00, 0.024, 0.589, -0.841
P007_T4_PC5, 4, 10, 1, 20.0, 1.117, 88.737, 34.00, 3.66, 2.92, 2749, 2.468, 0.953, 4.638, 24.00, 0.029, -0.906, -2.139
P007_T4_PC6, 4, 10, 1, 20.0, 0.484, 72.413, 21.00, 2.67, 1.53, 1334, 1.550, 0.876, 3.303, 18.00, 0.048, 0.299, -0.633
P007_T4_PC7, 4, 10, 1, 20.0, 0.289, 68.950, 12.00, 2.71, 1.51, 747, 1.576, 0.812, 3.290, 24.00, 0.083, -0.180, -0.287
P007_T4_PC8, 4, 10, 1, 20.0, 1.392, 93.056, 39.00, 4.53, 4.21, 2907, 2.943, 0.975, 6.504, 27.00, 0.026, 11.981, 1.280
P007_T4_PC9, 4, 10, 1, 20.0, 0.603, 84.669, 29.00, 3.30, 2.42, 1570, 2.197, 0.928, 3.785, 16.00, 0.034, 1.130, -0.449
P007_T4_PC10, 4, 10, 1, 20.0, 0.387, 85.968, 35.00, 3.21, 2.30, 1055, 2.110, 0.936, 3.954, 19.00, 0.029, 0.128, 0.186
P007_T4_PC11, 4, 10, 1, 20.0, 0.467, 85.856, 25.00, 3.54, 2.81, 1152, 2.330, 0.922, 3.957, 35.00, 0.040, -0.138, 2.355
P007_T4_PC12, 4, 10, 1, 20.0, 0.476, 87.376, 29.00, 3.42, 2.17, 1236, 2.334, 0.934, 4.828, 38.00, 0.034, 0.116, 1.030
P007_T4_PC13, 4, 10, 1, 20.0, 0.840, 89.511, 29.00, 3.67, 2.77, 2081, 2.478, 0.941, 4.566, 29.00, 0.034, -0.560, -0.832
P007_T4_PC14, 4, 10, 1, 20.0, 0.544, 81.902, 19.00, 2.96, 1.65, 1529, 1.929, 0.922, 3.691, 18.00, 0.053, -0.179, -0.816
P007_T4_PC15, 4, 10, 1, 20.0, 0.626, 85.851, 35.00, 3.47, 2.89, 1572, 2.296, 0.947, 4.758, 22.00, 0.029, 2.587, 1.961
P007_T5_PC1, 4, 10, 1, 20.0, 0.687, 93.535, 53.00, 5.63, 8.44, 1212, 2.996, 0.965, 8.148, 60.00, 0.019, -1.682, 1.333
P007_T5_PC2, 4, 10, 1, 20.0, 0.595, 83.468, 24.00, 2.96, 1.57, 1785, 1.932, 0.907, 3.654, 53.00, 0.042, -0.918, -0.778
P007_T5_PC3, 4, 10, 1, 20.0, 1.257, 87.652, 48.00, 4.48, 5.45, 2617, 2.721, 0.909, 5.976, 57.00, 0.021, 0.435, 1.501
P007_T5_PC4, 4, 10, 1, 20.0, 0.863, 87.128, 32.00, 3.58, 3.01, 2236, 2.385, 0.924, 4.429, 50.00, 0.031, -0.743, 0.238
P007_T5_PC5, 4, 10, 1, 20.0, 0.741, 85.439, 28.00, 3.43, 2.45, 1963, 2.312, 0.939, 5.358, 47.00, 0.036, -1.159, -1.341
P007_T5_PC6, 4, 10, 1, 20.0, 0.389, 69.270, 39.00, 2.89, 2.43, 992, 1.720, 0.812, 3.283, 38.00, 0.026, 0.570, -0.043
P007_T5_PC7, 4, 10, 1, 20.0, 0.524, 84.682, 15.00, 3.20, 1.72, 1474, 2.175, 0.898, 4.159, 36.00, 0.067, -0.318, 6.109
P007_T5_PC8, 4, 10, 1, 20.0, 0.391, 80.655, 20.00, 3.21, 2.28, 1042, 2.098, 0.913, 4.060, 25.00, 0.050, -0.864, -0.026
P007_T5_PC9, 4, 10, 1, 20.0, 4.967, 99.146, 153.00, 15.34, 22.66, 3412, 4.773, 0.995, 19.152, 233.00, 0.007, -13.677, -10.526
P007_T5_PC10, 4, 10, 1, 20.0, 0.617, 89.085, 47.00, 3.90, 3.89, 1499, 2.490, 0.974, 6.240, 43.00, 0.021, -0.821, 2.027
P007_T5_PC11, 4, 10, 1, 20.0, 0.309, 75.700, 15.00, 2.81, 1.26, 887, 1.776, 0.895, 3.386, 16.00, 0.067, -0.359, 0.061
P007_T5_PC12, 4, 10, 1, 20.0, 0.504, 90.078, 34.00, 3.89, 2.99, 1243, 2.624, 0.943, 4.741, 39.00, 0.029, 0.078, 0.879
P007_T5_PC13, 4, 10, 1, 20.0, 1.414, 94.205, 49.00, 4.52, 4.04, 3134, 2.952, 0.966, 6.082, 54.00, 0.020, -3.955, -3.128
P007_T5_PC14, 4, 10, 1, 20.0, 0.652, 88.003, 20.00, 3.12, 1.65, 1956, 2.067, 0.954, 4.609, 57.00, 0.050, 1.713, -0.524
P007_T5_PC15, 4, 10, 1, 20.0, 0.514, 77.633, 17.00, 2.87, 1.65, 1476, 1.813, 0.922, 4.394, 42.00, 0.059, -0.310, -1.097
P007_T6_PC1, 4, 10, 1, 20.0, 0.844, 97.317, 47.00, 8.99, 11.60, 928, 3.709, 0.981, 12.722, 84.00, 0.021, 0.039, 6.426
P007_T6_PC2, 4, 10, 1, 20.0, 0.657, 91.590, 60.00, 6.44, 10.27, 949, 3.019, 0.932, 7.752, 62.00, 0.017, -1.196, -0.994
P007_T6_PC3, 4, 10, 1, 20.0, 1.429, 92.256, 32.00, 4.20, 3.96, 3187, 2.665, 0.968, 6.909, 85.00, 0.031, -0.954, -1.616
P007_T6_PC4, 4, 10, 1, 20.0, 0.923, 94.762, 70.00, 7.12, 10.40, 1247, 3.479, 0.954, 7.532, 70.00, 0.014, -1.193, -0.373
P007_T6_PC5, 4, 10, 1, 20.0, 0.974, 92.374, 27.00, 3.78, 2.54, 2422, 2.566, 0.974, 6.062, 50.00, 0.037, -1.169, -0.460
P007_T6_PC6, 4, 10, 1, 20.0, 0.654, 89.932, 46.00, 4.74, 5.41, 1260, 2.791, 0.921, 5.708, 65.00, 0.022, -0.719, 1.162
P007_T6_PC7, 4, 10, 1, 20.0, 0.749, 91.790, 50.00, 5.28, 7.99, 1324, 2.801, 0.946, 6.483, 51.00, 0.020, -0.295, 6.294
P007_T6_PC8, 4, 10, 1, 20.0, 0.647, 90.772, 28.00, 3.81, 2.94, 1566, 2.563, 0.936, 4.347, 25.00, 0.036, 0.243, -0.667
P007_T6_PC9, 4, 10, 1, 20.0, 0.802, 92.449, 27.00, 4.09, 3.29, 1842, 2.741, 0.941, 4.559, 46.00, 0.037, -0.468, 0.241
P007_T6_PC10, 4, 10, 1, 20.0, 0.621, 91.786, 24.00, 3.66, 2.35, 1581, 2.505, 0.954, 4.587, 38.00, 0.042, -0.504, 3.099
P007_T6_PC11, 4, 10, 1, 20.0, 0.811, 91.435, 27.00, 3.80, 2.56, 1984, 2.582, 0.949, 4.507, 30.00, 0.037, -0.669, -0.224
P007_T6_PC12, 4, 10, 1, 20.0, 0.586, 88.333, 33.00, 3.53, 2.33, 1490, 2.392, 0.936, 4.001, 26.00, 0.030, -0.605, -0.232
P007_T6_PC13, 4, 10, 1, 20.0, 0.808, 90.611, 31.00, 3.75, 2.87, 1982, 2.536, 0.955, 4.666, 31.00, 0.032, -0.749, -0.419
P007_T6_PC14, 4, 10, 1, 20.0, 0.695, 91.670, 37.00, 4.18, 3.40, 1548, 2.786, 0.950, 4.697, 42.00, 0.027, 1.341, 1.017
P007_T6_PC15, 4, 10, 1, 20.0, 1.028, 94.048, 40.00, 4.87, 4.71, 2020, 3.069, 0.956, 5.588, 36.00, 0.025, 0.043, 0.445
P007_T7_PC1, 4, 10, 1, 20.0, 2.919, 98.373, 108.00, 10.90, 15.35, 2790, 4.243, 0.991, 16.370, 108.00, 0.009, -1.775, -2.808
P007_T7_PC2, 4, 10, 1, 20.0, 0.677, 88.061, 27.00, 3.83, 3.28, 1647, 2.513, 0.936, 6.396, 101.00, 0.037, 0.492, 10.443
P007_T7_PC3, 4, 10, 1, 20.0, 1.877, 95.914, 56.00, 7.62, 8.78, 2501, 3.727, 0.978, 11.756, 103.00, 0.018, 3.086, 0.218
P007_T7_PC4, 4, 10, 1, 20.0, 0.395, 82.532, 10.00, 2.99, 1.34, 1153, 1.975, 0.953, 5.352, 102.00, 0.100, -0.465, -0.343
P007_T7_PC5, 4, 10, 1, 20.0, 0.501, 97.360, 42.00, 7.38, 7.70, 700, 3.757, 0.983, 9.875, 85.00, 0.024, -0.079, 0.487
P007_T7_PC6, 4, 10, 1, 20.0, 0.493, 83.923, 18.00, 3.22, 2.14, 1362, 2.105, 0.909, 4.705, 99.00, 0.056, 0.045, -0.053
P007_T7_PC7, 4, 10, 1, 20.0, 0.535, 87.293, 19.00, 3.66, 2.42, 1353, 2.496, 0.921, 4.711, 93.00, 0.053, -0.425, -0.730
P007_T7_PC8, 4, 10, 1, 20.0, 0.591, 92.597, 22.00, 4.25, 3.10, 1361, 2.806, 0.949, 4.470, 16.00, 0.045, 0.365, -0.425
P007_T7_PC9, 4, 10, 1, 20.0, 1.099, 91.628, 79.00, 5.48, 9.13, 1945, 2.865, 0.955, 6.674, 52.00, 0.013, -1.253, -2.890
P007_T7_PC10, 4, 10, 1, 20.0, 0.869, 93.118, 34.00, 4.70, 4.81, 1823, 2.951, 0.967, 5.790, 34.00, 0.029, -0.245, -0.386
P007_T7_PC11, 4, 10, 1, 20.0, 1.285, 93.811, 70.00, 5.91, 8.06, 2159, 3.275, 0.958, 6.602, 41.00, 0.014, 0.793, -2.062
P007_T7_PC12, 4, 10, 1, 20.0, 0.780, 93.157, 30.00, 4.98, 4.47, 1544, 3.131, 0.946, 5.373, 29.00, 0.033, -0.948, -1.455
P007_T7_PC13, 4, 10, 1, 20.0, 0.440, 84.884, 27.00, 3.00, 2.29, 1318, 1.887, 0.882, 3.155, 13.00, 0.037, -0.216, -0.384
P007_T7_PC14, 4, 10, 1, 20.0, 0.752, 93.014, 26.00, 4.44, 3.74, 1669, 2.890, 0.964, 5.535, 91.00, 0.038, 1.392, 0.378
P007_T7_PC15, 4, 10, 1, 20.0, 2.085, 98.238, 101.00, 14.48, 18.34, 1498, 4.720, 0.990, 17.535, 98.00, 0.010, -1.190, -0.176
P007_T8_PC1, 4, 10, 1, 20.0, 0.624, 87.112, 22.00, 3.64, 2.77, 1543, 2.430, 0.936, 4.461, 28.00, 0.045, 10.144, -0.546
P007_T8_PC2, 4, 10, 1, 20.0, 0.511, 87.495, 18.00, 3.25, 1.97, 1417, 2.198, 0.942, 4.200, 28.00, 0.056, -0.298, -0.379
P007_T8_PC3, 4, 10, 1, 20.0, 1.324, 92.845, 46.00, 4.56, 4.32, 2782, 2.948, 0.974, 6.744, 38.00, 0.022, 3.775, 0.023
P007_T8_PC4, 4, 10, 1, 20.0, 0.392, 82.020, 22.00, 3.47, 2.77, 958, 2.257, 0.919, 4.845, 43.00, 0.045, 2.468, 0.686
P007_T8_PC5, 4, 10, 1, 20.0, 1.095, 96.249, 55.00, 6.55, 6.76, 1660, 3.600, 0.970, 7.177, 52.00, 0.018, -2.815, -0.435
P007_T8_PC6, 4, 10, 1, 20.0, 0.435, 74.766, 17.00, 3.05, 1.83, 1100, 1.984, 0.837, 3.414, 18.00, 0.059, 4.658, 0.237
P007_T8_PC7, 4, 10, 1, 20.0, 0.559, 80.052, 20.00, 3.26, 2.76, 1415, 2.048, 0.884, 4.129, 40.00, 0.050, -0.312, -0.571
P007_T8_PC8, 4, 10, 1, 20.0, 1.078, 92.693, 31.00, 4.41, 3.62, 2336, 2.922, 0.966, 5.476, 27.00, 0.032, 1.438, -1.085
P007_T8_PC9, 4, 10, 1, 20.0, 0.831, 86.174, 24.00, 3.62, 2.51, 2044, 2.473, 0.956, 4.857, 30.00, 0.042, -0.695, -0.030
P007_T8_PC10, 4, 10, 1, 20.0, 0.563, 84.384, 25.00, 3.11, 2.12, 1574, 2.044, 0.930, 4.022, 34.00, 0.040, 0.091, -0.632
P007_T8_PC11, 4, 10, 1, 20.0, 0.460, 86.931, 30.00, 3.72, 3.09, 1108, 2.462, 0.926, 4.443, 27.00, 0.033, 0.949, -0.570
P007_T8_PC12, 4, 10, 1, 20.0, 0.797, 90.030, 39.00, 4.31, 4.11, 1717, 2.815, 0.943, 5.243, 32.00, 0.026, -0.040, -0.611
P007_T8_PC13, 4, 10, 1, 20.0, 1.151, 89.754, 29.00, 3.95, 3.21, 2699, 2.644, 0.941, 4.863, 32.00, 0.034, 1.050, -0.436
P007_T8_PC14, 4, 10, 1, 20.0, 1.433, 95.094, 44.00, 5.43, 5.62, 2589, 3.260, 0.980, 7.474, 66.00, 0.023, 3.060, -1.460
P007_T8_PC15, 4, 10, 1, 20.0, 3.268, 96.511, 57.00, 8.25, 9.41, 3949, 4.003, 0.983, 10.671, 64.00, 0.018, 0.999, -1.564
